,수위
93777,1.09
93778,1.09
93779,1.09
93780,1.09
93781,1.09
93782,1.09
93783,1.09
93784,1.09
93785,1.09
93786,1.09
93787,1.09
93788,1.08
93789,1.08
93790,1.08
93791,1.08
93792,1.08
93793,1.08
93794,1.08
93795,1.07
93796,1.07
93797,1.07
93798,1.07
93799,1.07
93800,1.07
93801,1.07
93802,1.07
93803,1.07
93804,1.07
93805,1.07
93806,1.07
93807,1.07
93808,1.07
93809,1.07
93810,1.07
93811,1.07
93812,1.07
93813,1.07
93814,1.07
93815,1.07
93816,1.07
93817,1.07
93818,1.07
93819,1.07
93820,1.07
93821,1.07
93822,1.07
93823,1.07
93824,1.07
93825,1.07
93826,1.06
93827,1.07
93828,1.06
93829,1.06
93830,1.06
93831,1.07
93832,1.09
93833,1.12
93834,1.15
93835,1.18
93836,1.18
93837,1.18
93838,1.17
93839,1.16
93840,1.16
93841,1.16
93842,1.16
93843,1.17
93844,1.18
93845,1.19
93846,1.19
93847,1.19
93848,1.18
93849,1.17
93850,1.18
93851,1.18
93852,1.18
93853,1.18
93854,1.19
93855,1.19
93856,1.19
93857,1.19
93858,1.19
93859,1.19
93860,1.19
93861,1.19
93862,1.19
93863,1.19
93864,1.19
93865,1.19
93866,1.19
93867,1.19
93868,1.19
93869,1.19
93870,1.19
93871,1.19
93872,1.19
93873,1.19
93874,1.19
93875,1.19
93876,1.18
93877,1.18
93878,1.18
93879,1.17
93880,1.17
93881,1.17
93882,1.17
93883,1.17
93884,1.17
93885,1.17
93886,1.17
93887,1.17
93888,1.17
93889,1.17
93890,1.16
93891,1.16
93892,1.16
93893,1.16
93894,1.16
93895,1.16
93896,1.16
93897,1.16
93898,1.16
93899,1.15
93900,1.15
93901,1.15
93902,1.15
93903,1.15
93904,1.15
93905,1.15
93906,1.15
93907,1.14
93908,1.14
93909,1.14
93910,1.14
93911,1.14
93912,1.14
93913,1.14
93914,1.14
93915,1.14
93916,1.14
93917,1.14
93918,1.13
93919,1.13
93920,1.13
93921,1.13
93922,1.12
93923,1.12
93924,1.12
93925,1.12
93926,1.12
93927,1.12
93928,1.12
93929,1.12
93930,1.12
93931,1.12
93932,1.12
93933,1.12
93934,1.12
93935,1.12
93936,1.12
93937,1.12
93938,1.12
93939,1.12
93940,1.12
93941,1.12
93942,1.12
93943,1.12
93944,1.11
93945,1.11
93946,1.11
93947,1.11
93948,1.11
93949,1.11
93950,1.11
93951,1.11
93952,1.11
93953,1.11
93954,1.11
93955,1.11
93956,1.11
93957,1.11
93958,1.11
93959,1.11
93960,1.11
93961,1.11
93962,1.12
93963,1.12
93964,1.12
93965,1.12
93966,1.12
93967,1.12
93968,1.12
93969,1.12
93970,1.12
93971,1.12
93972,1.13
93973,1.14
93974,1.15
93975,1.15
93976,1.16
93977,1.17
93978,1.17
93979,1.18
93980,1.18
93981,1.19
93982,1.19
93983,1.2
93984,1.21
93985,1.22
93986,1.22
93987,1.22
93988,1.23
93989,1.24
93990,1.24
93991,1.24
93992,1.24
93993,1.25
93994,1.25
93995,1.26
93996,1.26
93997,1.26
93998,1.25
93999,1.25
94000,1.24
94001,1.24
94002,1.24
94003,1.23
94004,1.23
94005,1.23
94006,1.23
94007,1.22
94008,1.22
94009,1.22
94010,1.21
94011,1.21
94012,1.21
94013,1.21
94014,1.2
94015,1.2
94016,1.2
94017,1.2
94018,1.19
94019,1.19
94020,1.19
94021,1.19
94022,1.18
94023,1.18
94024,1.18
94025,1.18
94026,1.18
94027,1.18
94028,1.17
94029,1.17
94030,1.17
94031,1.17
94032,1.17
94033,1.17
94034,1.17
94035,1.16
94036,1.16
94037,1.16
94038,1.16
94039,1.16
94040,1.15
94041,1.15
94042,1.15
94043,1.15
94044,1.15
94045,1.15
94046,1.14
94047,1.14
94048,1.14
94049,1.14
94050,1.14
94051,1.13
94052,1.13
94053,1.13
94054,1.13
94055,1.13
94056,1.13
94057,1.13
94058,1.13
94059,1.12
94060,1.12
94061,1.12
94062,1.12
94063,1.12
94064,1.12
94065,1.12
94066,1.12
94067,1.12
94068,1.11
94069,1.11
94070,1.11
94071,1.11
94072,1.11
94073,1.11
94074,1.11
94075,1.11
94076,1.11
94077,1.11
94078,1.11
94079,1.11
94080,1.11
94081,1.1
94082,1.1
94083,1.1
94084,1.1
94085,1.1
94086,1.1
94087,1.1
94088,1.1
94089,1.1
94090,1.1
94091,1.1
94092,1.1
94093,1.1
94094,1.1
94095,1.09
94096,1.09
94097,1.09
94098,1.09
94099,1.09
94100,1.09
94101,1.09
94102,1.09
94103,1.09
94104,1.09
94105,1.09
94106,1.09
94107,1.09
94108,1.09
94109,1.09
94110,1.09
94111,1.09
94112,1.09
94113,1.09
94114,1.09
94115,1.09
94116,1.09
94117,1.09
94118,1.09
94119,1.09
94120,1.09
94121,1.09
94122,1.09
94123,1.09
94124,1.08
94125,1.08
94126,1.08
94127,1.08
94128,1.08
94129,1.08
94130,1.08
94131,1.08
94132,1.08
94133,1.08
94134,1.08
94135,1.08
94136,1.08
94137,1.08
94138,1.08
94139,1.08
94140,1.08
94141,1.08
94142,1.08
94143,1.08
94144,1.08
94145,1.08
94146,1.08
94147,1.08
94148,1.07
94149,1.07
94150,1.07
94151,1.07
94152,1.07
94153,1.07
94154,1.07
94155,1.08
94156,1.08
94157,1.08
94158,1.08
94159,1.08
94160,1.08
94161,1.08
94162,1.08
94163,1.08
94164,1.08
94165,1.08
94166,1.08
94167,1.08
94168,1.08
94169,1.08
94170,1.08
94171,1.08
94172,1.08
94173,1.08
94174,1.08
94175,1.08
94176,1.08
94177,1.08
94178,1.08
94179,1.08
94180,1.08
94181,1.08
94182,1.08
94183,1.08
94184,1.08
94185,1.08
94186,1.08
94187,1.08
94188,1.08
94189,1.08
94190,1.08
94191,1.08
94192,1.08
94193,1.08
94194,1.08
94195,1.08
94196,1.08
94197,1.08
94198,1.08
94199,1.08
94200,1.08
94201,1.08
94202,1.08
94203,1.08
94204,1.08
94205,1.08
94206,1.08
94207,1.08
94208,1.08
94209,1.08
94210,1.08
94211,1.08
94212,1.08
94213,1.08
94214,1.08
94215,1.08
94216,1.08
94217,1.08
94218,1.08
94219,1.08
94220,1.08
94221,1.08
94222,1.08
94223,1.07
94224,1.07
94225,1.07
94226,1.07
94227,1.07
94228,1.07
94229,1.07
94230,1.07
94231,1.07
94232,1.07
94233,1.07
94234,1.07
94235,1.06
94236,1.07
94237,1.07
94238,1.07
94239,1.07
94240,1.07
94241,1.07
94242,1.07
94243,1.07
94244,1.07
94245,1.07
94246,1.07
94247,1.07
94248,1.07
94249,1.07
94250,1.07
94251,1.07
94252,1.07
94253,1.07
94254,1.07
94255,1.07
94256,1.07
94257,1.07
94258,1.07
94259,1.07
94260,1.07
94261,1.07
94262,1.07
94263,1.07
94264,1.07
94265,1.07
94266,1.07
94267,1.07
94268,1.07
94269,1.07
94270,1.07
94271,1.07
94272,1.07
94273,1.07
94274,1.07
94275,1.08
94276,1.08
94277,1.08
94278,1.08
94279,1.08
94280,1.08
94281,1.08
94282,1.09
94283,1.09
94284,1.09
94285,1.09
94286,1.09
94287,1.09
94288,1.09
94289,1.09
94290,1.09
94291,1.09
94292,1.1
94293,1.1
94294,1.1
94295,1.1
94296,1.1
94297,1.1
94298,1.1
94299,1.1
94300,1.1
94301,1.11
94302,1.11
94303,1.11
94304,1.11
94305,1.11
94306,1.11
94307,1.11
94308,1.11
94309,1.11
94310,1.11
94311,1.11
94312,1.11
94313,1.11
94314,1.11
94315,1.11
94316,1.11
94317,1.11
94318,1.11
94319,1.11
94320,1.11
94321,1.11
94322,1.11
94323,1.11
94324,1.11
94325,1.11
94326,1.11
94327,1.11
94328,1.11
94329,1.11
94330,1.11
94331,1.11
94332,1.11
94333,1.11
94334,1.11
94335,1.11
94336,1.11
94337,1.11
94338,1.11
94339,1.11
94340,1.11
94341,1.11
94342,1.11
94343,1.11
94344,1.11
94345,1.11
94346,1.1
94347,1.1
94348,1.1
94349,1.1
94350,1.1
94351,1.1
94352,1.1
94353,1.1
94354,1.1
94355,1.1
94356,1.1
94357,1.1
94358,1.1
94359,1.1
94360,1.1
94361,1.1
94362,1.1
94363,1.1
94364,1.1
94365,1.1
94366,1.1
94367,1.1
94368,1.1
94369,1.1
94370,1.1
94371,1.1
94372,1.09
94373,1.09
94374,1.09
94375,1.09
94376,1.09
94377,1.09
94378,1.09
94379,1.09
94380,1.09
94381,1.09
94382,1.09
94383,1.09
94384,1.09
94385,1.09
94386,1.09
94387,1.09
94388,1.09
94389,1.09
94390,1.09
94391,1.09
94392,1.09
94393,1.09
94394,1.09
94395,1.09
94396,1.09
94397,1.09
94398,1.09
94399,1.09
94400,1.09
94401,1.09
94402,1.09
94403,1.09
94404,1.09
94405,1.09
94406,1.09
94407,1.09
94408,1.09
94409,1.09
94410,1.09
94411,1.09
94412,1.09
94413,1.09
94414,1.09
94415,1.09
94416,1.09
94417,1.09
94418,1.09
94419,1.09
94420,1.09
94421,1.09
94422,1.09
94423,1.09
94424,1.09
94425,1.09
94426,1.09
94427,1.09
94428,1.08
94429,1.08
94430,1.08
94431,1.08
94432,1.08
94433,1.08
94434,1.08
94435,1.08
94436,1.08
94437,1.08
94438,1.08
94439,1.08
94440,1.08
94441,1.08
94442,1.08
94443,1.08
94444,1.08
94445,1.08
94446,1.08
94447,1.08
94448,1.08
94449,1.08
94450,1.08
94451,1.08
94452,1.08
94453,1.08
94454,1.08
94455,1.08
94456,1.08
94457,1.08
94458,1.08
94459,1.08
94460,1.08
94461,1.08
94462,1.08
94463,1.08
94464,1.08
94465,1.08
94466,1.08
94467,1.08
94468,1.08
94469,1.08
94470,1.08
94471,1.08
94472,1.08
94473,1.08
94474,1.08
94475,1.08
94476,1.08
94477,1.08
94478,1.08
94479,1.08
94480,1.08
94481,1.08
94482,1.08
94483,1.08
94484,1.08
94485,1.08
94486,1.08
94487,1.08
94488,1.08
94489,1.08
94490,1.08
94491,1.08
94492,1.08
94493,1.08
94494,1.08
94495,1.08
94496,1.08
94497,1.08
94498,1.08
94499,1.08
94500,1.08
94501,1.08
94502,1.08
94503,1.08
94504,1.08
94505,1.08
94506,1.08
94507,1.08
94508,1.08
94509,1.08
94510,1.08
94511,1.08
94512,1.08
94513,1.08
94514,1.08
94515,1.08
94516,1.08
94517,1.08
94518,1.08
94519,1.08
94520,1.08
94521,1.08
94522,1.08
94523,1.07
94524,1.07
94525,1.07
94526,1.07
94527,1.07
94528,1.07
94529,1.07
94530,1.07
94531,1.07
94532,1.07
94533,1.07
94534,1.06
94535,1.06
94536,1.06
94537,1.06
94538,1.06
94539,1.06
94540,1.05
94541,1.05
94542,1.05
94543,1.04
94544,1.04
94545,1.04
94546,1.05
94547,1.05
94548,1.05
94549,1.05
94550,1.05
94551,1.05
94552,1.05
94553,1.05
94554,1.05
94555,1.05
94556,1.05
94557,1.05
94558,1.05
94559,1.05
94560,1.05
94561,1.04
94562,1.04
94563,1.04
94564,1.04
94565,1.04
94566,1.04
94567,1.04
94568,1.04
94569,1.04
94570,1.04
94571,1.04
94572,1.03
94573,1.03
94574,1.03
94575,1.03
94576,1.03
94577,1.03
94578,1.03
94579,1.03
94580,1.03
94581,1.03
94582,1.02
94583,1.02
94584,1.02
94585,1.02
94586,1.02
94587,1.02
94588,1.02
94589,1.02
94590,1.02
94591,1.02
94592,1.02
94593,1.02
94594,1.02
94595,1.02
94596,1.02
94597,1.02
94598,1.02
94599,1.02
94600,1.02
94601,1.02
94602,1.02
94603,1.02
94604,1.02
94605,1.02
94606,1.02
94607,1.01
94608,1.01
94609,1.01
94610,1.01
94611,1.01
94612,1.01
94613,1.01
94614,1.01
94615,1.01
94616,1.01
94617,1.01
94618,1.01
94619,1.01
94620,1.01
94621,1.01
94622,1.01
94623,1.01
94624,1.01
94625,1.01
94626,1.01
94627,1.01
94628,1.01
94629,1.01
94630,1.01
94631,1.01
94632,1.01
94633,1.01
94634,1.01
94635,1.01
94636,1.01
94637,1.01
94638,1.01
94639,1.01
94640,1.01
94641,1.01
94642,1.01
94643,1.01
94644,1.01
94645,1.01
94646,1.01
94647,1.01
94648,1.01
94649,1.01
94650,1.01
94651,1.0
94652,1.0
94653,1.0
94654,1.0
94655,1.0
94656,1.0
94657,1.0
94658,1.0
94659,1.0
94660,1.0
94661,1.0
94662,1.0
94663,1.0
94664,1.0
94665,1.0
94666,1.0
94667,1.0
94668,0.99
94669,0.99
94670,0.99
94671,0.99
94672,0.99
94673,0.99
94674,0.99
94675,0.99
94676,0.99
94677,0.99
94678,0.99
94679,0.99
94680,0.99
94681,0.99
94682,0.99
94683,0.99
94684,0.99
94685,0.99
94686,0.99
94687,0.99
94688,0.99
94689,0.99
94690,0.99
94691,0.99
94692,0.99
94693,0.99
94694,0.99
94695,0.99
94696,0.99
94697,0.99
94698,0.99
94699,0.99
94700,0.99
94701,0.99
94702,0.99
94703,0.99
94704,0.99
94705,0.99
94706,0.99
94707,0.99
94708,0.99
94709,0.99
94710,0.99
94711,0.99
94712,0.99
94713,0.99
94714,0.99
94715,0.99
94716,0.99
94717,0.99
94718,0.99
94719,0.99
94720,0.99
94721,0.99
94722,0.99
94723,0.99
94724,0.99
94725,0.99
94726,0.99
94727,0.99
94728,0.99
94729,0.99
94730,0.99
94731,0.99
94732,0.99
94733,0.99
94734,0.99
94735,0.99
94736,0.99
94737,0.99
94738,0.99
94739,0.99
94740,0.99
94741,0.99
94742,0.99
94743,0.99
94744,0.99
94745,0.99
94746,0.99
94747,0.99
94748,0.99
94749,0.99
94750,0.99
94751,0.99
94752,0.99
94753,0.99
94754,0.99
94755,0.99
94756,0.99
94757,0.99
94758,0.99
94759,0.99
94760,0.99
94761,0.99
94762,0.99
94763,0.99
94764,0.99
94765,0.99
94766,0.99
94767,0.99
94768,0.99
94769,0.99
94770,0.99
94771,0.99
94772,0.99
94773,0.99
94774,0.99
94775,0.99
94776,0.99
94777,0.99
94778,0.99
94779,0.99
94780,0.99
94781,0.99
94782,0.99
94783,0.99
94784,0.99
94785,0.99
94786,0.99
94787,0.99
94788,0.99
94789,0.99
94790,0.99
94791,0.99
94792,0.99
94793,0.99
94794,0.99
94795,0.99
94796,0.99
94797,0.99
94798,0.99
94799,0.99
94800,0.99
94801,0.99
94802,0.99
94803,0.99
94804,0.99
94805,0.99
94806,0.99
94807,0.99
94808,0.99
94809,0.99
94810,0.99
94811,0.99
94812,0.99
94813,0.99
94814,0.99
94815,0.99
94816,0.99
94817,0.99
94818,0.99
94819,0.99
94820,0.99
94821,0.99
94822,0.99
94823,0.99
94824,0.99
94825,0.99
94826,0.99
94827,0.99
94828,0.99
94829,0.99
94830,0.99
94831,0.99
94832,0.99
94833,0.99
94834,0.99
94835,0.99
94836,0.99
94837,0.99
94838,0.99
94839,0.99
94840,0.99
94841,0.99
94842,0.99
94843,0.99
94844,0.99
94845,0.99
94846,0.99
94847,0.99
94848,0.99
94849,0.99
94850,0.99
94851,0.99
94852,0.99
94853,0.98
94854,0.98
94855,0.98
94856,0.98
94857,0.98
94858,0.98
94859,0.98
94860,0.99
94861,0.99
94862,0.99
94863,0.99
94864,0.99
94865,0.99
94866,0.99
94867,0.99
94868,0.99
94869,0.99
94870,0.99
94871,0.99
94872,0.99
94873,0.99
94874,0.99
94875,0.99
94876,0.99
94877,0.99
94878,0.99
94879,0.99
94880,0.99
94881,0.99
94882,0.99
94883,0.99
94884,0.99
94885,0.99
94886,0.99
94887,0.99
94888,0.99
94889,0.99
94890,0.99
94891,0.99
94892,0.99
94893,0.99
94894,0.99
94895,0.99
94896,0.99
94897,0.99
94898,0.99
94899,0.99
94900,0.99
94901,0.99
94902,0.99
94903,0.99
94904,0.99
94905,0.99
94906,0.99
94907,0.99
94908,0.99
94909,0.99
94910,0.99
94911,0.99
94912,0.99
94913,0.99
94914,0.99
94915,0.99
94916,0.99
94917,0.99
94918,0.99
94919,0.99
94920,0.99
94921,0.99
94922,0.99
94923,0.99
94924,0.99
94925,0.99
94926,0.99
94927,0.99
94928,0.99
94929,0.99
94930,0.99
94931,0.99
94932,0.99
94933,0.99
94934,0.99
94935,0.99
94936,0.99
94937,0.99
94938,0.99
94939,0.99
94940,0.99
94941,0.99
94942,0.99
94943,0.99
94944,0.99
94945,0.99
94946,0.99
94947,0.99
94948,0.99
94949,0.99
94950,0.99
94951,0.99
94952,0.99
94953,0.99
94954,0.99
94955,0.99
94956,0.99
94957,0.99
94958,0.99
94959,0.99
94960,0.99
94961,0.99
94962,0.99
94963,0.99
94964,0.99
94965,0.99
94966,0.99
94967,0.99
94968,0.99
94969,0.99
94970,0.99
94971,0.99
94972,0.99
94973,0.99
94974,0.99
94975,0.99
94976,0.99
94977,0.99
94978,0.99
94979,0.99
94980,0.99
94981,0.99
94982,0.99
94983,0.99
94984,0.99
94985,0.99
94986,0.99
94987,0.99
94988,0.99
94989,0.99
94990,0.99
94991,0.99
94992,0.99
94993,0.99
94994,0.99
94995,0.99
94996,0.99
94997,0.99
94998,0.99
94999,0.99
95000,0.99
95001,0.99
95002,0.99
95003,0.99
95004,0.99
95005,0.99
95006,1.0
95007,1.0
95008,1.01
95009,1.01
95010,1.02
95011,1.01
95012,1.01
95013,1.01
95014,1.01
95015,1.01
95016,1.02
95017,1.03
95018,1.04
95019,1.04
95020,1.05
95021,1.05
95022,1.05
95023,1.05
95024,1.05
95025,1.05
95026,1.06
95027,1.06
95028,1.06
95029,1.07
95030,1.07
95031,1.07
95032,1.07
95033,1.07
95034,1.07
95035,1.07
95036,1.07
95037,1.07
95038,1.07
95039,1.07
95040,1.07
95041,1.07
95042,1.07
95043,1.07
95044,1.07
95045,1.07
95046,1.07
95047,1.07
95048,1.07
95049,1.07
95050,1.07
95051,1.07
95052,1.06
95053,1.06
95054,1.06
95055,1.06
95056,1.06
95057,1.06
95058,1.06
95059,1.06
95060,1.06
95061,1.06
95062,1.06
95063,1.05
95064,1.05
95065,1.05
95066,1.05
95067,1.05
95068,1.05
95069,1.05
95070,1.05
95071,1.05
95072,1.05
95073,1.05
95074,1.04
95075,1.04
95076,1.04
95077,1.04
95078,1.04
95079,1.04
95080,1.04
95081,1.04
95082,1.04
95083,1.04
95084,1.04
95085,1.03
95086,1.03
95087,1.03
95088,1.03
95089,1.03
95090,1.03
95091,1.03
95092,1.03
95093,1.03
95094,1.02
95095,1.02
95096,1.02
95097,1.02
95098,1.02
95099,1.02
95100,1.02
95101,1.02
95102,1.02
95103,1.02
95104,1.02
95105,1.02
95106,1.02
95107,1.02
95108,1.02
95109,1.02
95110,1.02
95111,1.02
95112,1.01
95113,1.01
95114,1.01
95115,1.01
95116,1.01
95117,1.01
95118,1.01
95119,1.01
95120,1.01
95121,1.01
95122,1.01
95123,1.01
95124,1.01
95125,1.01
95126,1.01
95127,1.01
95128,1.0
95129,0.99
95130,1.0
95131,1.0
95132,1.0
95133,1.0
95134,1.0
95135,1.0
95136,1.0
95137,1.0
95138,1.0
95139,1.0
95140,1.0
95141,1.0
95142,1.0
95143,1.0
95144,1.0
95145,1.0
95146,1.0
95147,1.0
95148,1.0
95149,1.0
95150,1.0
95151,1.0
95152,1.0
95153,1.0
95154,1.0
95155,1.0
95156,1.0
95157,1.0
95158,1.0
95159,1.0
95160,1.0
95161,1.0
95162,1.0
95163,1.0
95164,1.0
95165,1.0
95166,1.0
95167,1.0
95168,1.0
95169,1.0
95170,1.0
95171,1.0
95172,1.0
95173,1.0
95174,1.0
95175,1.0
95176,1.0
95177,1.0
95178,0.99
95179,0.99
95180,0.99
95181,0.99
95182,0.99
95183,0.99
95184,0.99
95185,0.99
95186,0.99
95187,0.99
95188,0.99
95189,0.99
95190,0.99
95191,0.99
95192,0.99
95193,0.99
95194,0.99
95195,0.99
95196,0.99
95197,0.99
95198,0.99
95199,0.99
95200,0.99
95201,0.99
95202,0.99
95203,0.99
95204,0.99
95205,0.99
95206,0.99
95207,0.99
95208,0.99
95209,0.99
95210,0.99
95211,0.99
95212,0.99
95213,0.99
95214,0.99
95215,0.99
95216,0.99
95217,0.99
95218,0.99
95219,0.99
95220,0.99
95221,0.99
95222,0.99
95223,0.99
95224,0.99
95225,0.99
95226,0.99
95227,0.99
95228,0.98
95229,0.98
95230,0.98
95231,0.98
95232,0.98
95233,0.98
95234,0.98
95235,0.98
95236,0.97
95237,0.97
95238,0.97
95239,0.97
95240,0.98
95241,0.98
95242,0.98
95243,0.98
95244,0.98
95245,0.98
95246,0.98
95247,0.98
95248,0.99
95249,0.99
95250,0.99
95251,0.99
95252,0.99
95253,0.99
95254,0.99
95255,0.99
95256,1.0
95257,1.01
95258,1.01
95259,1.01
95260,1.01
95261,1.01
95262,1.01
95263,1.02
95264,1.02
95265,1.03
95266,1.03
95267,1.03
95268,1.04
95269,1.04
95270,1.04
95271,1.04
95272,1.04
95273,1.04
95274,1.05
95275,1.05
95276,1.05
95277,1.05
95278,1.05
95279,1.06
95280,1.06
95281,1.06
95282,1.06
95283,1.06
95284,1.06
95285,1.07
95286,1.07
95287,1.07
95288,1.07
95289,1.08
95290,1.08
95291,1.08
95292,1.08
95293,1.08
95294,1.08
95295,1.08
95296,1.08
95297,1.08
95298,1.09
95299,1.09
95300,1.09
95301,1.09
95302,1.09
95303,1.09
95304,1.09
95305,1.09
95306,1.09
95307,1.09
95308,1.09
95309,1.09
95310,1.09
95311,1.09
95312,1.09
95313,1.09
95314,1.09
95315,1.1
95316,1.1
95317,1.1
95318,1.1
95319,1.1
95320,1.1
95321,1.1
95322,1.1
95323,1.1
95324,1.1
95325,1.1
95326,1.1
95327,1.1
95328,1.1
95329,1.1
95330,1.1
95331,1.1
95332,1.1
95333,1.1
95334,1.1
95335,1.1
95336,1.1
95337,1.1
95338,1.1
95339,1.1
95340,1.1
95341,1.1
95342,1.1
95343,1.09
95344,1.09
95345,1.09
95346,1.09
95347,1.08
95348,1.08
95349,1.08
95350,1.08
95351,1.08
95352,1.07
95353,1.07
95354,1.07
95355,1.07
95356,1.07
95357,1.06
95358,1.06
95359,1.06
95360,1.06
95361,1.06
95362,1.06
95363,1.05
95364,1.05
95365,1.05
95366,1.05
95367,1.05
95368,1.05
95369,1.04
95370,1.04
95371,1.04
95372,1.04
95373,1.03
95374,1.03
95375,1.03
95376,1.03
95377,1.03
95378,1.03
95379,1.03
95380,1.02
95381,1.02
95382,1.02
95383,1.02
95384,1.02
95385,1.02
95386,1.02
95387,1.02
95388,1.0
95389,1.0
95390,1.01
95391,1.01
95392,1.01
95393,1.01
95394,1.01
95395,1.01
95396,1.01
95397,1.01
95398,1.01
95399,1.01
95400,1.01
95401,1.01
95402,1.01
95403,1.01
95404,1.01
95405,1.01
95406,1.01
95407,1.01
95408,1.01
95409,1.01
95410,1.01
95411,1.01
95412,1.01
95413,1.0
95414,1.0
95415,1.0
95416,1.0
95417,1.0
95418,1.0
95419,1.0
95420,1.0
95421,1.0
95422,1.0
95423,1.0
95424,1.0
95425,1.0
95426,1.0
95427,1.0
95428,1.0
95429,1.0
95430,1.0
95431,1.0
95432,1.0
95433,1.0
95434,1.0
95435,1.0
95436,1.0
95437,1.0
95438,1.0
95439,1.0
95440,1.0
95441,1.0
95442,1.0
95443,1.0
95444,1.0
95445,1.0
95446,1.0
95447,1.0
95448,1.0
95449,0.99
95450,0.99
95451,0.99
95452,0.99
95453,0.99
95454,0.99
95455,0.99
95456,0.99
95457,0.99
95458,0.99
95459,0.99
95460,0.99
95461,0.99
95462,0.99
95463,0.99
95464,0.99
95465,0.99
95466,0.99
95467,0.99
95468,0.99
95469,0.99
95470,0.99
95471,0.99
95472,0.99
95473,0.99
95474,0.99
95475,0.99
95476,0.99
95477,0.99
95478,0.99
95479,0.99
95480,0.99
95481,0.99
95482,0.99
95483,0.99
95484,0.99
95485,0.99
95486,0.99
95487,0.99
95488,0.99
95489,0.99
95490,0.99
95491,0.99
95492,0.99
95493,0.99
95494,0.99
95495,0.98
95496,0.98
95497,0.98
95498,0.98
95499,0.98
95500,0.98
95501,0.98
95502,0.98
95503,0.98
95504,0.98
95505,0.98
95506,0.98
95507,0.98
95508,0.98
95509,0.98
95510,0.98
95511,0.98
95512,0.98
95513,0.98
95514,0.98
95515,0.98
95516,0.98
95517,0.98
95518,0.98
95519,0.98
95520,0.98
95521,0.98
95522,0.98
95523,0.98
95524,0.98
95525,0.98
95526,0.98
95527,0.98
95528,0.98
95529,0.98
95530,0.98
95531,0.98
95532,0.98
95533,0.98
95534,0.98
95535,0.98
95536,0.98
95537,0.98
95538,0.98
95539,0.98
95540,0.98
95541,0.98
95542,0.98
95543,0.98
95544,0.98
95545,0.98
95546,0.98
95547,0.98
95548,0.98
95549,0.98
95550,0.98
95551,0.99
95552,1.0
95553,1.01
95554,1.02
95555,1.02
95556,1.02
95557,1.02
95558,1.01
95559,1.01
95560,1.01
95561,1.01
95562,1.01
95563,1.02
95564,1.02
95565,1.02
95566,1.02
95567,1.02
95568,1.02
95569,1.02
95570,1.02
95571,1.02
95572,1.02
95573,1.02
95574,1.02
95575,1.02
95576,1.02
95577,1.02
95578,1.02
95579,1.01
95580,1.01
95581,1.01
95582,1.01
95583,1.01
95584,1.01
95585,1.01
95586,1.01
95587,1.01
95588,1.01
95589,1.01
95590,1.01
95591,1.01
95592,1.01
95593,1.01
95594,1.01
95595,1.01
95596,1.01
95597,1.01
95598,1.01
95599,1.01
95600,1.01
95601,1.01
95602,1.01
95603,1.01
95604,1.01
95605,1.01
95606,1.01
95607,1.01
95608,1.01
95609,1.01
95610,1.01
95611,1.01
95612,1.01
95613,1.01
95614,1.01
95615,1.01
95616,1.01
95617,1.01
95618,1.01
95619,1.01
95620,1.01
95621,1.01
95622,1.01
95623,1.01
95624,1.01
95625,1.01
95626,1.01
95627,1.01
95628,1.01
95629,1.01
95630,1.01
95631,1.01
95632,1.01
95633,1.01
95634,1.01
95635,1.01
95636,1.01
95637,1.01
95638,1.01
95639,1.01
95640,1.01
95641,1.01
95642,1.01
95643,1.01
95644,1.01
95645,1.01
95646,1.01
95647,1.01
95648,1.01
95649,1.01
95650,1.01
95651,1.01
95652,1.01
95653,1.01
95654,1.01
95655,1.01
95656,1.01
95657,1.01
95658,1.01
95659,1.01
95660,1.01
95661,1.01
95662,1.01
95663,1.0
95664,1.0
95665,1.0
95666,1.0
95667,1.0
95668,1.0
95669,1.0
95670,1.0
95671,1.0
95672,1.0
95673,1.0
95674,0.99
95675,0.99
95676,0.99
95677,0.99
95678,0.99
95679,0.99
95680,0.99
95681,0.99
95682,0.99
95683,0.99
95684,0.99
95685,0.99
95686,0.99
95687,0.99
95688,0.99
95689,0.99
95690,0.99
95691,0.99
95692,0.99
95693,0.99
95694,0.99
95695,0.99
95696,0.98
95697,0.99
95698,0.99
95699,0.99
95700,0.99
95701,0.99
95702,0.99
95703,0.99
95704,0.99
95705,0.99
95706,0.99
95707,0.99
95708,0.99
95709,0.99
95710,0.99
95711,0.99
95712,0.99
95713,0.99
95714,0.99
95715,0.99
95716,0.99
95717,0.99
95718,0.99
95719,0.99
95720,0.99
95721,0.99
95722,0.99
95723,0.99
95724,0.99
95725,0.99
95726,0.99
95727,0.99
95728,0.99
95729,0.99
95730,0.99
95731,0.99
95732,0.99
95733,0.99
95734,0.99
95735,0.99
95736,0.99
95737,0.99
95738,0.99
95739,0.99
95740,0.99
95741,0.99
95742,0.99
95743,0.99
95744,0.99
95745,0.99
95746,0.99
95747,0.99
95748,0.99
95749,0.99
95750,0.99
95751,0.99
95752,0.99
95753,0.99
95754,0.99
95755,0.99
95756,0.99
95757,0.99
95758,0.99
95759,0.99
95760,0.99
95761,0.99
95762,0.99
95763,0.99
95764,0.99
95765,0.99
95766,0.99
95767,0.99
95768,0.99
95769,0.99
95770,0.99
95771,0.99
95772,0.99
95773,0.99
95774,0.99
95775,0.99
